location,population,date,HighestInfectionCount,PercentPopulationInfected
Finland,5540718,2020-12-20,33162,0.6000
Finland,5540718,2020-12-21,33414,0.6000
Albania,2877800,2020-10-19,17350,0.6000
Andorra,77265,2020-04-04,466,0.6000
Canada,37742157,2020-10-27,225703,0.6000
"Cape Verde",555988,2020-08-19,3321,0.6000
Czechia,10708982,2020-09-27,64597,0.6000
Denmark,5792203,2020-10-15,34519,0.6000
Denmark,5792203,2020-10-16,34939,0.6000
Djibouti,988002,2021-01-12,5879,0.6000
Djibouti,988002,2021-01-13,5891,0.6000
Djibouti,988002,2021-01-14,5900,0.6000
Djibouti,988002,2021-01-15,5903,0.6000
Djibouti,988002,2021-01-16,5903,0.6000
Djibouti,988002,2021-01-17,5905,0.6000
Djibouti,988002,2021-01-18,5905,0.6000
Djibouti,988002,2021-01-19,5910,0.6000
Djibouti,988002,2021-01-20,5913,0.6000
Djibouti,988002,2021-01-21,5916,0.6000
Djibouti,988002,2021-01-22,5917,0.6000
Djibouti,988002,2021-01-23,5918,0.6000
Djibouti,988002,2021-01-24,5919,0.6000
Djibouti,988002,2021-01-25,5920,0.6000
Djibouti,988002,2021-01-26,5923,0.6000
Djibouti,988002,2021-01-27,5926,0.6000
Djibouti,988002,2021-01-28,5929,0.6000
Djibouti,988002,2021-01-29,5930,0.6000
Djibouti,988002,2021-01-30,5931,0.6000
Djibouti,988002,2021-01-31,5932,0.6000
Djibouti,988002,2021-02-01,5932,0.6000
Djibouti,988002,2021-02-02,5935,0.6000
Djibouti,988002,2021-02-03,5936,0.6000
Djibouti,988002,2021-02-04,5936,0.6000
Djibouti,988002,2021-02-05,5941,0.6000
Djibouti,988002,2021-02-06,5941,0.6000
Djibouti,988002,2021-02-07,5947,0.6000
Djibouti,988002,2021-02-08,5950,0.6000
Djibouti,988002,2021-02-09,5959,0.6000
Djibouti,988002,2021-02-10,5962,0.6000
Djibouti,988002,2021-02-11,5966,0.6000
Djibouti,988002,2021-02-12,5967,0.6000
Djibouti,988002,2021-02-13,5968,0.6000
Djibouti,988002,2021-02-14,5971,0.6000
"Dominican Republic",10847904,2020-07-28,64690,0.6000
Ecuador,17643060,2020-08-20,105508,0.6000
Ecuador,17643060,2020-08-21,106481,0.6000
Belize,397621,2020-10-08,2373,0.6000
"Bosnia and Herzegovina",3280815,2020-08-29,19550,0.6000
"Bosnia and Herzegovina",3280815,2020-08-30,19793,0.6000
Botswana,2351625,2020-12-24,14025,0.6000
Botswana,2351625,2020-12-25,14025,0.6000
Botswana,2351625,2020-12-26,14025,0.6000
Botswana,2351625,2020-12-27,14025,0.6000
Botswana,2351625,2020-12-28,14025,0.6000
Botswana,2351625,2020-12-29,14025,0.6000
Brazil,212559409,2020-06-26,1274974,0.6000
Colombia,50882884,2020-08-01,306181,0.6000
"Costa Rica",5094114,2020-08-19,30409,0.6000
Croatia,4105268,2020-10-17,24761,0.6000
Cuba,11326616,2021-03-22,67476,0.6000
Cuba,11326616,2021-03-23,68250,0.6000
Iraq,40222503,2020-09-02,242284,0.6000
Ireland,4937796,2020-09-05,29534,0.6000
Ireland,4937796,2020-09-06,29672,0.6000
Ireland,4937796,2020-09-07,29774,0.6000
Italy,60461828,2020-10-13,365467,0.6000
Jamaica,2961161,2021-02-09,17701,0.6000
Jamaica,2961161,2021-02-10,17908,0.6000
Kazakhstan,18776707,2020-08-09,111822,0.6000
Kazakhstan,18776707,2020-08-10,112722,0.6000
Kazakhstan,18776707,2020-08-11,113501,0.6000
Moldova,4033963,2020-07-30,24343,0.6000
Monaco,39244,2020-10-11,234,0.6000
Monaco,39244,2020-10-12,236,0.6000
Mongolia,3278292,2021-04-16,19672,0.6000
Montenegro,628062,2020-08-11,3748,0.6000
Morocco,36910558,2020-11-01,222544,0.6000
Guatemala,17915567,2020-10-29,106790,0.6000
Guatemala,17915567,2020-10-30,107339,0.6000
Guatemala,17915567,2020-10-31,107939,0.6000
Guatemala,17915567,2020-11-01,108104,0.6000
Guatemala,17915567,2020-11-02,108104,0.6000
Guyana,786559,2020-11-13,4724,0.6000
Honduras,9904608,2020-08-29,59645,0.6000
Iceland,341250,2020-08-19,2035,0.6000
Iceland,341250,2020-08-20,2040,0.6000
Iceland,341250,2020-08-21,2050,0.6000
Iceland,341250,2020-08-22,2058,0.6000
Iceland,341250,2020-08-23,2064,0.6000
India,1380004385,2020-11-01,8229313,0.6000
India,1380004385,2020-11-02,8267623,0.6000
India,1380004385,2020-11-03,8313876,0.6000
Indonesia,273523621,2021-04-23,1632248,0.6000
Indonesia,273523621,2021-04-24,1636792,0.6000
Indonesia,273523621,2021-04-25,1641194,0.6000
Indonesia,273523621,2021-04-26,1647138,0.6000
Indonesia,273523621,2021-04-27,1651794,0.6000
Iran,83992953,2020-10-11,500075,0.6000
Iran,83992953,2020-10-12,504281,0.6000
Namibia,2540916,2020-12-07,15219,0.6000
Namibia,2540916,2020-12-08,15298,0.6000
Nepal,29136808,2020-11-01,173567,0.6000
Netherlands,17134873,2020-09-22,102844,0.6000
Luxembourg,625976,2020-04-27,3729,0.6000
Luxembourg,625976,2020-04-28,3741,0.6000
Luxembourg,625976,2020-04-29,3769,0.6000
Luxembourg,625976,2020-04-30,3784,0.6000
Malaysia,32365998,2021-01-27,194114,0.6000
Maldives,540542,2020-07-25,3252,0.6000
Malta,441539,2020-09-18,2634,0.6000
Kosovo,1932774,2020-08-17,11545,0.6000
Kosovo,1932774,2020-08-18,11686,0.6000
Kyrgyzstan,6524191,2020-08-07,39162,0.6000
Latvia,1886202,2020-11-18,11356,0.6000
Lebanon,6825442,2020-10-01,40882,0.6000
Libya,6871287,2020-10-09,41368,0.6000
Spain,46754783,2020-07-27,278782,0.6000
Spain,46754783,2020-07-28,280610,0.6000
Spain,46754783,2020-07-29,282641,0.6000
Sweden,10099270,2020-06-23,61030,0.6000
Switzerland,8654618,2020-09-25,51864,0.6000
Switzerland,8654618,2020-09-26,51864,0.6000
Switzerland,8654618,2020-09-27,51864,0.6000
Singapore,5850343,2020-05-31,34884,0.6000
Singapore,5850343,2020-06-01,35292,0.6000
Slovenia,2078932,2020-10-17,12416,0.6000
Venezuela,28435943,2021-04-07,170189,0.6000
Venezuela,28435943,2021-04-08,171373,0.6000
"Saudi Arabia",34813867,2020-07-05,209509,0.6000
Serbia,6804596,2020-10-27,40880,0.6000
"North Macedonia",2083380,2020-08-14,12515,0.6000
Norway,5421242,2020-11-21,32352,0.6000
Norway,5421242,2020-11-22,32765,0.6000
Palestine,5101416,2020-09-13,30574,0.6000
Panama,4314768,2020-06-21,26030,0.6000
Paraguay,7132530,2020-10-02,42684,0.6000
Peru,32971846,2020-06-07,196515,0.6000
Philippines,109581085,2021-03-20,656056,0.6000
Poland,37846605,2020-10-23,228318,0.6000
Portugal,10196707,2020-09-08,60895,0.6000
Portugal,10196707,2020-09-09,61541,0.6000
Romania,19237682,2020-09-22,114648,0.6000
Russia,145934460,2020-08-06,870187,0.6000
Russia,145934460,2020-08-07,875378,0.6000
Russia,145934460,2020-08-08,880563,0.6000
"Trinidad and Tobago",1399491,2021-04-10,8382,0.6000
"Trinidad and Tobago",1399491,2021-04-11,8404,0.6000
"Trinidad and Tobago",1399491,2021-04-12,8441,0.6000
Tunisia,11818618,2020-11-08,71119,0.6000
Turkey,84339067,2020-11-26,503738,0.6000
Ukraine,43733759,2020-10-10,263105,0.6000
"United Arab Emirates",9890400,2020-07-26,58913,0.6000
"United Arab Emirates",9890400,2020-07-27,59177,0.6000
"United Arab Emirates",9890400,2020-07-28,59546,0.6000
"United Kingdom",67886004,2020-09-22,406060,0.6000
"United States",331002647,2020-06-09,1979647,0.6000
"United States",331002647,2020-06-10,2000757,0.6000
Uruguay,3473727,2021-01-03,20823,0.6000
Ukraine,43733759,2020-10-09,257204,0.5900
"United Arab Emirates",9890400,2020-07-23,57988,0.5900
"United Arab Emirates",9890400,2020-07-24,58249,0.5900
"United Arab Emirates",9890400,2020-07-25,58562,0.5900
"United Kingdom",67886004,2020-09-21,401124,0.5900
"United States",331002647,2020-06-07,1943626,0.5900
"United States",331002647,2020-06-08,1961263,0.5900
"Sao Tome and Principe",219161,2021-02-02,1283,0.5900
"Sao Tome and Principe",219161,2021-02-03,1287,0.5900
"Sao Tome and Principe",219161,2021-02-04,1298,0.5900
"Saudi Arabia",34813867,2020-07-04,205929,0.5900
Serbia,6804596,2020-10-26,39827,0.5900
Seychelles,98340,2021-01-11,583,0.5900
Singapore,5850343,2020-05-30,34366,0.5900
"South Africa",59308690,2020-07-18,350879,0.5900
Suriname,586634,2020-08-21,3460,0.5900
Sweden,10099270,2020-06-22,59718,0.5900
Switzerland,8654618,2020-09-22,50664,0.5900
Switzerland,8654618,2020-09-23,51101,0.5900
Switzerland,8654618,2020-09-24,51492,0.5900
Venezuela,28435943,2021-04-05,167548,0.5900
Venezuela,28435943,2021-04-06,169074,0.5900
"Trinidad and Tobago",1399491,2021-04-05,8192,0.5900
"Trinidad and Tobago",1399491,2021-04-06,8214,0.5900
"Trinidad and Tobago",1399491,2021-04-07,8235,0.5900
"Trinidad and Tobago",1399491,2021-04-08,8276,0.5900
"Trinidad and Tobago",1399491,2021-04-09,8323,0.5900
Tunisia,11818618,2020-11-07,69543,0.5900
"North Macedonia",2083380,2020-08-12,12217,0.5900
"North Macedonia",2083380,2020-08-13,12357,0.5900
Norway,5421242,2020-11-20,32014,0.5900
Palestine,5101416,2020-09-12,29906,0.5900
Paraguay,7132530,2020-10-01,41799,0.5900
Philippines,109581085,2021-03-19,648066,0.5900
Portugal,10196707,2020-09-05,59943,0.5900
Portugal,10196707,2020-09-06,60258,0.5900
Portugal,10196707,2020-09-07,60507,0.5900
Qatar,2881060,2020-05-05,17142,0.5900
Romania,19237682,2020-09-20,112781,0.5900
Romania,19237682,2020-09-21,113589,0.5900
Russia,145934460,2020-08-03,854641,0.5900
Russia,145934460,2020-08-04,859762,0.5900
Russia,145934460,2020-08-05,864948,0.5900
Cuba,11326616,2021-03-21,66758,0.5900
Albania,2877800,2020-10-18,17055,0.5900
Argentina,45195777,2020-08-12,268574,0.5900
Armenia,2963234,2020-06-16,17489,0.5900
Austria,9006400,2020-10-09,53188,0.5900
Azerbaijan,10139175,2020-11-04,59509,0.5900
Bahamas,393248,2020-09-02,2337,0.5900
Bahrain,1701583,2020-05-28,10052,0.5900
Barbados,287371,2021-02-07,1709,0.5900
Belarus,9449321,2020-06-16,55369,0.5900
Belarus,9449321,2020-06-17,56032,0.5900
Belgium,11589616,2020-07-30,68006,0.5900
Belgium,11589616,2020-07-31,68751,0.5900
"El Salvador",6486201,2020-11-25,38058,0.5900
"El Salvador",6486201,2020-11-26,38228,0.5900
"El Salvador",6486201,2020-11-27,38405,0.5900
"El Salvador",6486201,2020-11-28,38586,0.5900
Estonia,1326539,2020-11-16,7848,0.5900
Eswatini,1160164,2020-12-14,6825,0.5900
Finland,5540718,2020-12-18,32582,0.5900
Finland,5540718,2020-12-19,32853,0.5900
France,68147687,2020-09-11,403837,0.5900
Bolivia,11673029,2020-07-26,69429,0.5900
"Bosnia and Herzegovina",3280815,2020-08-28,19214,0.5900
Canada,37742157,2020-10-26,222973,0.5900
"Cape Verde",555988,2020-08-18,3253,0.5900
Czechia,10708982,2020-09-26,63294,0.5900
Denmark,5792203,2020-10-14,34087,0.5900
Djibouti,988002,2020-12-18,5780,0.5900
Djibouti,988002,2020-12-19,5781,0.5900
Djibouti,988002,2020-12-20,5781,0.5900
Djibouti,988002,2020-12-21,5783,0.5900
Djibouti,988002,2020-12-22,5786,0.5900
Djibouti,988002,2020-12-23,5789,0.5900
Djibouti,988002,2020-12-24,5800,0.5900
Djibouti,988002,2020-12-25,5804,0.5900
Djibouti,988002,2020-12-26,5805,0.5900
Djibouti,988002,2020-12-27,5813,0.5900
Djibouti,988002,2020-12-28,5813,0.5900
Djibouti,988002,2020-12-29,5813,0.5900
Djibouti,988002,2020-12-30,5824,0.5900
Djibouti,988002,2020-12-31,5831,0.5900
Djibouti,988002,2021-01-01,5840,0.5900
Djibouti,988002,2021-01-02,5841,0.5900
Djibouti,988002,2021-01-03,5842,0.5900
Djibouti,988002,2021-01-04,5846,0.5900
Djibouti,988002,2021-01-05,5854,0.5900
Djibouti,988002,2021-01-06,5855,0.5900
Djibouti,988002,2021-01-07,5857,0.5900
Djibouti,988002,2021-01-08,5865,0.5900
Djibouti,988002,2021-01-09,5866,0.5900
Djibouti,988002,2021-01-10,5871,0.5900
Djibouti,988002,2021-01-11,5877,0.5900
"Dominican Republic",10847904,2020-07-27,64156,0.5900
Ecuador,17643060,2020-08-19,104475,0.5900
Kosovo,1932774,2020-08-16,11416,0.5900
Kuwait,4270563,2020-05-29,25184,0.5900
Kyrgyzstan,6524191,2020-08-06,38659,0.5900
Libya,6871287,2020-10-08,40292,0.5900
Gabon,2225728,2021-02-17,13107,0.5900
Gabon,2225728,2021-02-18,13107,0.5900
Germany,83783945,2020-10-29,498354,0.5900
Guatemala,17915567,2020-10-26,104894,0.5900
Guatemala,17915567,2020-10-27,105571,0.5900
Guatemala,17915567,2020-10-28,106320,0.5900
Iraq,40222503,2020-09-01,238338,0.5900
Ireland,4937796,2020-09-01,29025,0.5900
Ireland,4937796,2020-09-02,29114,0.5900
Ireland,4937796,2020-09-03,29206,0.5900
Ireland,4937796,2020-09-04,29303,0.5900
Italy,60461828,2020-10-11,354950,0.5900
Italy,60461828,2020-10-12,359569,0.5900
Kazakhstan,18776707,2020-08-08,109939,0.5900
Mexico,128932753,2020-10-03,757953,0.5900
Mexico,128932753,2020-10-04,761665,0.5900
Moldova,4033963,2020-07-29,23947,0.5900
Monaco,39244,2020-10-09,233,0.5900
Monaco,39244,2020-10-10,233,0.5900
Montenegro,628062,2020-08-10,3696,0.5900
Morocco,36910558,2020-10-31,219084,0.5900
Liechtenstein,38137,2020-10-18,224,0.5900
Liechtenstein,38137,2020-10-19,224,0.5900
Luxembourg,625976,2020-04-23,3665,0.5900
Luxembourg,625976,2020-04-24,3695,0.5900
Luxembourg,625976,2020-04-25,3711,0.5900
Luxembourg,625976,2020-04-26,3723,0.5900
Malaysia,32365998,2021-01-26,190434,0.5900
Maldives,540542,2020-07-24,3175,0.5900
Malta,441539,2020-09-17,2595,0.5900
Guyana,786559,2020-11-11,4618,0.5900
Guyana,786559,2020-11-12,4662,0.5900
Honduras,9904608,2020-08-28,58810,0.5900
Iceland,341250,2020-08-15,1999,0.5900
Iceland,341250,2020-08-16,2011,0.5900
Iceland,341250,2020-08-17,2014,0.5900
Iceland,341250,2020-08-18,2027,0.5900
India,1380004385,2020-10-29,8088851,0.5900
India,1380004385,2020-10-30,8137119,0.5900
India,1380004385,2020-10-31,8184082,0.5900
Indonesia,273523621,2021-04-18,1604348,0.5900
Indonesia,273523621,2021-04-19,1609300,0.5900
Indonesia,273523621,2021-04-20,1614849,0.5900
Indonesia,273523621,2021-04-21,1620569,0.5900
Indonesia,273523621,2021-04-22,1626812,0.5900
Iran,83992953,2020-10-09,492378,0.5900
Iran,83992953,2020-10-10,496253,0.5900
Namibia,2540916,2020-12-05,14950,0.5900
Namibia,2540916,2020-12-06,15078,0.5900
Nepal,29136808,2020-10-31,170743,0.5900
Netherlands,17134873,2020-09-21,100491,0.5900
Namibia,2540916,2020-12-04,14804,0.5800
Nepal,29136808,2020-10-30,168235,0.5800
Iraq,40222503,2020-08-31,234934,0.5800
Ireland,4937796,2020-08-27,28453,0.5800
Ireland,4937796,2020-08-28,28578,0.5800
Ireland,4937796,2020-08-29,28720,0.5800
Ireland,4937796,2020-08-30,28760,0.5800
Ireland,4937796,2020-08-31,28811,0.5800
Israel,8655541,2020-07-19,50547,0.5800
Italy,60461828,2020-10-10,349494,0.5800
Jamaica,2961161,2021-02-07,17085,0.5800
Jamaica,2961161,2021-02-08,17298,0.5800
Jordan,10203140,2020-10-27,58855,0.5800
Kosovo,1932774,2020-08-14,11130,0.5800
Kosovo,1932774,2020-08-15,11275,0.5800
Kyrgyzstan,6524191,2020-08-04,37541,0.5800
Kyrgyzstan,6524191,2020-08-05,38110,0.5800
Latvia,1886202,2020-11-17,10914,0.5800
Lebanon,6825442,2020-09-30,39634,0.5800
Libya,6871287,2020-10-07,39513,0.5800
Gabon,2225728,2021-02-15,12865,0.5800
Gabon,2225728,2021-02-16,12865,0.5800
