loop_id,timestamp,id,name,symbol,slug,infinite_supply,circulating_supply,total_supply,max_supply,date_added,num_market_pairs,cmc_rank,last_updated,tvl_ratio,platform,self_reported_circulating_supply,self_reported_market_cap,minted_market_cap,tags,quote.USD.price,quote.USD.volume_24h,quote.USD.cex_volume_24h,quote.USD.dex_volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.slug,platform.name,platform.symbol,platform.token_address
2,2026-05-07 20:08:09.670831,3408,USDC,USDC,usd-coin,False,78346644588.34671,78346644588.34671,,2018-10-08T00:00:00.000Z,39305,6,2026-05-07T12:06:00.000Z,,,60901219650.23,60890287427.68536,78332580782.08,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",0.9998204925515873,45878970174.58619,43743329084.7368,2135641089.8493521,-27.904,-0.00648694,0.02346222,-0.00863443,0.00283262,-0.01149598,-0.00329896,78332580782.08496,2.9184,78332580782.08,,2026-05-07T12:06:00.000Z,1027.0,ethereum,Ethereum,ETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
2,2026-05-07 20:08:09.670831,5426,Solana,SOL,solana,True,577082513.401433,625832283.8356056,,2020-04-10T00:00:00.000Z,1126,7,2026-05-07T12:05:00.000Z,,,525236893.3,47100866535.17111,56121805703.98,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities', 'coinlist-launchpad']",89.67547241253762,5055578668.383449,5055552494.249812,26174.13363646,-9.4336,0.44162548,-0.12319557,8.0132686,13.12702303,8.19398481,10.52326037,51750147010.28808,1.9294,56121805703.98,,2026-05-07T12:05:00.000Z,,,,,
2,2026-05-07 20:08:09.670831,1958,TRON,TRX,tron,True,94793414408.107,94793414473.5158,,2017-09-13T00:00:00.000Z,1338,8,2026-05-07T12:07:00.000Z,,,94667886298.43,32840733575.271935,32884279887.71,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",0.34690468816157116,723175893.0444032,723037279.6393244,138613.40507866,-18.5548,-0.00313995,1.24698433,6.51326419,10.36595093,21.22617506,28.92966739,32884279865.014942,1.226,32884279887.71,,2026-05-07T12:07:00.000Z,,,,,
2,2026-05-07 20:08:09.670831,74,Dogecoin,DOGE,dogecoin,True,154138656383.70523,154138656383.70523,,2013-12-15T00:00:00.000Z,1439,9,2026-05-07T12:06:00.000Z,,,,,17138976754.82,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.11119194338993803,2071262994.6799724,2070190971.892028,1072022.78794457,-15.7549,0.09413334,-4.62986391,4.4354814,22.83208659,24.406023,19.26217089,17138976754.818062,0.639,17138976754.82,,2026-05-07T12:06:00.000Z,,,,,
2,2026-05-07 20:08:09.670831,32196,Hyperliquid,HYPE,hyperliquid,False,254982020.74992633,955256845.4309874,961671487.86,2024-07-15T10:14:50.000Z,259,10,2026-05-07T12:06:00.000Z,,,333931719.0,14292438966.736353,40885454672.48,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",42.80048331298637,370689462.945955,302385297.53266996,68304165.41328496,-3.5713,0.12113015,-4.20993866,10.25791336,17.45846885,40.81834641,26.84874654,10913353724.218765,0.4069,41160004468.73,,2026-05-07T12:06:00.000Z,32196.0,hyperliquid,Hyperliquid,HYPE,0x0d01dc56dcaaca66ad901c959b4011ec
2,2026-05-07 20:08:09.670831,2010,Cardano,ADA,cardano,False,36193530883.92486,44993540553.74233,45000000000.0,2017-10-01T00:00:00.000Z,1706,11,2026-05-07T12:07:00.000Z,,,37997904336.0,10187516239.183876,12063097506.55,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.26810731847471947,514373914.6474064,513500139.61137146,873775.03603496,-23.3741,0.10581836,-1.18447657,8.8974916,10.97969185,5.2306641,2.97179798,9703750511.421038,0.3618,12064829331.36,,2026-05-07T12:07:00.000Z,,,,,
2,2026-05-07 20:08:09.670831,1437,Zcash,ZEC,zcash,False,16663832.7905448,16663748.9155448,21000000.0,2016-10-29T00:00:00.000Z,604,12,2026-05-07T12:06:00.000Z,,,,,9562886231.1,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",573.8736390934733,1150103672.5954647,1133952229.2074034,16151443.38806124,-35.8821,0.38271447,-0.19687678,71.05562601,115.83595121,190.08895134,153.43159361,9562934364.755093,0.3563,12051346420.96,,2026-05-07T12:06:00.000Z,,,,,
2,2026-05-07 20:08:09.670831,3957,UNUS SED LEO,LEO,unus-sed-leo,False,920676774.9,985239504.0,,2019-05-21T00:00:00.000Z,68,13,2026-05-07T12:07:00.000Z,,,,,10197359186.57,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",10.350132272579145,427033.44387475,427033.44387475,0.0,-17.4165,0.00312741,0.02879179,0.21973397,2.23969398,14.54327266,51.85992786,9529126400.506575,0.355,10197359186.57,,2026-05-07T12:07:00.000Z,1027.0,ethereum,Ethereum,ETH,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3
2,2026-05-07 20:08:09.670831,1831,Bitcoin Cash,BCH,bitcoin-cash,False,20031193.75,20031193.75,21000000.0,2017-07-23T00:00:00.000Z,1159,14,2026-05-07T12:06:00.000Z,,,,,9186357682.38,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",458.60260736475783,236184381.6943709,236166183.27661034,18198.41776055,-47.8302,-0.02097789,-2.92186855,3.10441326,6.02699532,2.19450294,-2.59843281,9186357682.378641,0.3425,9630654754.66,,2026-05-07T12:06:00.000Z,,,,,
2,2026-05-07 20:08:09.670831,328,Monero,XMR,monero,True,18446744.07370955,18446744.07370955,,2014-05-21T00:00:00.000Z,368,15,2026-05-07T12:05:00.000Z,,,,,7661976306.78,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",415.35656786743147,195120700.8420314,195120700.8420314,0.0,-2.7612,0.51814019,-3.29818683,10.14585892,26.11123718,20.73962013,35.00461454,7661976306.78488,0.2856,7661976306.78,,2026-05-07T12:05:00.000Z,,,,,
3,2026-05-07 20:09:10.733342,1,Bitcoin,BTC,bitcoin,False,20025943.0,20025943.0,21000000.0,2010-07-13T00:00:00.000Z,12626,1,2026-05-07T12:07:00.000Z,,,,,1620667381571.45,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",80928.39281383398,35521457865.76167,35470408339.27805,51049526.48361795,-19.3236,-0.11492351,-1.69478278,6.33967729,18.7635378,19.88400677,22.13603658,1620667381571.449,60.4197,1699496249090.51,,2026-05-07T12:07:00.000Z,,,,,
3,2026-05-07 20:09:10.733342,1027,Ethereum,ETH,ethereum,True,120687104.06368364,120687104.06368364,,2015-08-07T00:00:00.000Z,11926,2,2026-05-07T12:07:00.000Z,,,,,281397776749.84,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",2331.6308642334725,21696396073.46032,21559059135.828743,137336937.63157785,5.6244,0.05015285,-3.12191941,3.1881539,12.20026913,19.54980597,21.2034427,281397776749.84174,10.4907,281397776749.84,,2026-05-07T12:07:00.000Z,,,,,
3,2026-05-07 20:09:10.733342,825,Tether USDt,USDT,tether,True,189651082316.74588,194203497624.11526,,2015-02-25T00:00:00.000Z,180717,3,2026-05-07T12:07:00.000Z,,,,,194170937859.23,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",0.9998323420263753,123536869859.07355,120528976547.07365,3007893311.999736,-15.0597,-0.00180554,-0.00491598,0.02547062,-0.01136271,-0.00361555,0.11557101,189619285800.5889,7.0695,194170937859.23,,2026-05-07T12:07:00.000Z,1027.0,ethereum,Ethereum,ETH,0xdac17f958d2ee523a2206206994597c13d831ec7
3,2026-05-07 20:09:10.733342,1839,BNB,BNB,bnb,False,134785800.16,134785800.16,134785800.16,2017-07-25T00:00:00.000Z,3218,4,2026-05-07T12:07:00.000Z,,,,,87377044350.94,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",648.2659467630359,2038501141.4141948,2020813280.819746,17687860.59444875,-7.761,-0.03806823,-0.57490224,5.28143364,8.69320602,4.45959564,2.2661259,87377044350.93576,3.2575,87377044350.94,,2026-05-07T12:07:00.000Z,,,,,
3,2026-05-07 20:09:10.733342,52,XRP,XRP,xrp,False,61796225236.0,99985670046.0,100000000000.0,2013-08-04T00:00:00.000Z,1830,5,2026-05-07T12:07:00.000Z,,,,,141122767151.75,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",1.4114299287770216,2387496149.0895357,2386450511.788871,1045637.30066522,-11.7298,-0.07589183,-2.5950185,3.00077332,8.13558639,3.93432685,3.71302802,87221041783.53627,3.2517,141142992877.7,,2026-05-07T12:07:00.000Z,,,,,
3,2026-05-07 20:09:10.733342,3408,USDC,USDC,usd-coin,False,78346644588.34671,78346644588.34671,,2018-10-08T00:00:00.000Z,39305,6,2026-05-07T12:07:00.000Z,,,60901219650.23,60890643357.43096,78333038669.49,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",0.999826336929543,45892235511.88401,43757672575.46914,2134562936.4148314,-27.8889,-4.273e-05,0.00716378,0.00073966,-0.01110132,-0.01089088,0.00414477,78333038669.48749,2.9184,78333038669.49,,2026-05-07T12:07:00.000Z,1027.0,ethereum,Ethereum,ETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
3,2026-05-07 20:09:10.733342,5426,Solana,SOL,solana,True,577082513.401433,625832283.8356056,,2020-04-10T00:00:00.000Z,1126,7,2026-05-07T12:07:00.000Z,,,525236893.3,47129283555.393906,56155665261.24,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities', 'coinlist-launchpad']",89.72957565735017,5056202674.510667,5056176496.04517,26178.46549703,-9.5917,0.21986229,0.02539188,8.04362313,13.37293467,8.26553667,10.76954401,51781369046.787674,1.9305,56155665261.24,,2026-05-07T12:07:00.000Z,,,,,
3,2026-05-07 20:09:10.733342,1958,TRON,TRX,tron,True,94793414408.107,94793414473.5158,,2017-09-13T00:00:00.000Z,1338,8,2026-05-07T12:08:00.000Z,,,94667886298.43,32839036145.367573,32882580207.04,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",0.34688675779499456,723215243.650532,723076630.2454532,138613.40507866,-18.5095,-0.00444829,1.24418419,6.5050218,10.35819092,21.22469189,28.90175416,32882580184.34556,1.2247,32882580207.04,,2026-05-07T12:08:00.000Z,,,,,
3,2026-05-07 20:09:10.733342,74,Dogecoin,DOGE,dogecoin,True,154138656383.70523,154138656383.70523,,2013-12-15T00:00:00.000Z,1439,9,2026-05-07T12:07:00.000Z,,,,,17147567328.75,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'doge-chain-ecosystem', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.11124767615768304,2070575426.7015915,2069503691.1006527,1071735.60093878,-15.8369,0.06547986,-4.51032452,4.49101336,22.97924958,24.48337502,19.33525932,17147567328.754824,0.6393,17147567328.75,,2026-05-07T12:07:00.000Z,,,,,
3,2026-05-07 20:09:10.733342,32196,Hyperliquid,HYPE,hyperliquid,False,254982020.74992633,955256845.4309874,961671487.86,2024-07-15T10:14:50.000Z,259,10,2026-05-07T12:07:00.000Z,,,333931719.0,14299274029.990957,40905007295.35,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",42.82095175867662,369803572.72921705,302209088.60081416,67594484.12840289,-3.796,0.01080745,-3.99948962,10.3206009,17.55762039,40.91045874,26.88706452,10918572809.862476,0.4071,41179688389.35,,2026-05-07T12:07:00.000Z,32196.0,hyperliquid,Hyperliquid,HYPE,0x0d01dc56dcaaca66ad901c959b4011ec
3,2026-05-07 20:09:10.733342,2010,Cardano,ADA,cardano,False,36193530883.92486,44993540553.74233,45000000000.0,2017-10-01T00:00:00.000Z,1706,11,2026-05-07T12:08:00.000Z,,,37997904336.0,10185657414.486837,12060896461.36,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",0.26805839933747966,514239006.2007053,513365230.0844413,873776.11626411,-23.402,0.11391524,-1.19366785,8.8919833,10.98264556,5.21497272,2.94447034,9701979955.116533,0.3613,12062627970.19,,2026-05-07T12:08:00.000Z,,,,,
3,2026-05-07 20:09:10.733342,1437,Zcash,ZEC,zcash,False,16663832.7905448,16663748.9155448,21000000.0,2016-10-29T00:00:00.000Z,604,12,2026-05-07T12:07:00.000Z,,,,,9577192495.06,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",574.7321652286538,1149710950.6870313,1133566757.3089347,16144193.37809695,-35.9222,0.33950607,0.10902445,71.30797605,116.70875328,190.50604495,154.01660356,9577240700.718054,0.3568,12069375469.8,,2026-05-07T12:07:00.000Z,,,,,
3,2026-05-07 20:09:10.733342,3957,UNUS SED LEO,LEO,unus-sed-leo,False,920676774.9,985239504.0,,2019-05-21T00:00:00.000Z,68,13,2026-05-07T12:08:00.000Z,,,,,10197739326.24,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",10.350518107360955,427041.79833551,427041.79833551,0.0,-17.4138,0.00908732,0.02694692,0.22373465,2.24299118,14.54570366,51.86343153,9529481629.629135,0.355,10197739326.24,,2026-05-07T12:08:00.000Z,1027.0,ethereum,Ethereum,ETH,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3
3,2026-05-07 20:09:10.733342,1831,Bitcoin Cash,BCH,bitcoin-cash,False,20031193.75,20031193.75,21000000.0,2017-07-23T00:00:00.000Z,1159,14,2026-05-07T12:07:00.000Z,,,,,9187057635.06,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'sec-cftc-token-taxonomy', 'sec-cftc-digital-commodities']",458.6375504984688,235953893.95592108,235935695.53816053,18198.41776055,-47.8806,-0.02462828,-2.81298387,3.11448276,6.06739031,2.19711274,-2.59101887,9187057635.060238,0.3421,9631388560.47,,2026-05-07T12:07:00.000Z,,,,,
3,2026-05-07 20:09:10.733342,328,Monero,XMR,monero,True,18446744.07370955,18446744.07370955,,2014-05-21T00:00:00.000Z,368,15,2026-05-07T12:07:00.000Z,,,,,7659972155.34,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",415.2479225998084,194900258.98192793,194900258.98192793,0.0,-2.7992,0.41098322,-2.99377869,9.89761781,26.25429708,20.70625294,35.39769807,7659972155.338218,0.2856,7659972155.34,,2026-05-07T12:07:00.000Z,,,,,
